Cell,Group,Disease,Stage,PlotStage,Pseudotime2,MixEntropy,Batch,OXPHOS,Apoptosis
Normal_1_4_1_2_bar2,Normal,Control,S1,Round Sperm,8.035754189944134,0.42329155143330927,Normal_1,2.7184995893583754,0.14453628805927712
Normal_1_4_1_4_bar4,Normal,Control,S1,Round Sperm,8.250279329608938,0.5076575881791653,Normal_1,2.590485444025109,0.12285311976606
Normal_1_4_1_5_bar5,Normal,Control,D,Late SPC,6.720000000000001,0.17647205924970638,Normal_1,2.8395930232985545,0.3168849852709681
Normal_1_4_1_7_bar7,Normal,Control,SPC7,Late SPC,7.4974358974358974,0.42329155143330927,Normal_1,2.952763918144905,0.15500697772417554
Normal_1_4_1_8_bar8,Normal,Control,S3,Elongated Sperm,9.721739130434784,0.38823897750947667,Normal_1,2.3506015980235437,0.0
Normal_1_4_10_1_bar73,Normal,Control,S1,Round Sperm,8.252513966480446,0.5076575881791653,Normal_1,2.513243250956272,0.12411445033446555
Normal_1_4_10_2_bar74,Normal,Control,S1,Round Sperm,8.272625698324022,0.5076575881791653,Normal_1,2.8843086196357106,0.20368207138839087
Normal_1_4_10_3_bar75,Normal,Control,SPC7,Late SPC,7.555555555555555,0.42329155143330927,Normal_1,2.98714832298454,0.13545456202735556
Normal_1_4_10_4_bar76,Normal,Control,SPC7,Late SPC,7.353846153846153,0.400309645830661,Normal_1,2.7672780983860834,0.11294403554402223
Normal_1_4_10_5_bar77,Normal,Control,S3,Elongated Sperm,9.913043478260871,0.28376897036930226,Normal_1,2.2033998620621027,0.13683183086411055
Normal_1_4_10_7_bar79,Normal,Control,Undiff.SPG-1,SPG (Stem),1.9111111111111112,0.999208938861951,Normal_1,2.7639921401322054,0.0
Normal_1_4_10_8_bar80,Normal,Control,S2,Elongated Sperm,9.2317880794702,0.6774623217964573,Normal_1,2.410268194942071,0.1472555851487267
Normal_1_4_11_4_bar84,Normal,Control,D,Late SPC,6.68093023255814,0.27071808593082797,Normal_1,2.9887164239434374,0.23580227174410423
Normal_1_4_11_5_bar85,Normal,Control,S2,Elongated Sperm,9.411920529801325,0.46689278340051177,Normal_1,2.3290843390907874,0.16045966184306554
Normal_1_4_11_6_bar86,Normal,Control,S1,Round Sperm,8.324022346368714,0.545883901502697,Normal_1,2.649417678885218,0.35466847139770974
Normal_1_4_11_7_bar87,Normal,Control,S2,Elongated Sperm,9.470198675496688,0.4711194569997507,Normal_1,2.3952527933545884,0.147662853414374
Normal_1_4_11_8_bar88,Normal,Control,D,Late SPC,6.612093023255814,0.27071808593082797,Normal_1,2.793219712045893,0.0
Normal_1_4_12_2_bar90,Normal,Control,D,Late SPC,6.688372093023256,0.27071808593082797,Normal_1,2.847677528887256,0.3398230657850466
Normal_1_4_12_3_bar91,Normal,Control,S3,Elongated Sperm,9.965217391304348,0.2351933818163561,Normal_1,2.337831823364519,0.21291118785313878
Normal_1_4_12_5_bar93,Normal,Control,D,Late SPC,6.714418604651163,0.20976880507769463,Normal_1,2.8741524308398456,0.0
Normal_1_4_12_8_bar96,Normal,Control,D,Late SPC,6.433488372093024,0.27071808593082797,Normal_1,2.7590510127860557,0.1527358006879122
Normal_1_4_2_1_bar9,Normal,Control,S2,Elongated Sperm,9.200000000000001,0.6317686119223737,Normal_1,2.4613924641540077,0.0
Normal_1_4_2_3_bar11,Normal,Control,D,Late SPC,6.736744186046511,0.1016093118462857,Normal_1,2.8514006149043194,0.11095073145892567
Normal_1_4_2_5_bar13,Normal,Control,SPC7,Late SPC,7.312820512820513,0.20976880507769463,Normal_1,2.9545600821911684,0.4503014871334485
Normal_1_4_2_6_bar14,Normal,Control,SPC7,Late SPC,7.422222222222223,0.4454685520745207,Normal_1,2.9496775083535733,0.5155297537464603
Normal_1_4_2_8_bar16,Normal,Control,D,Late SPC,6.641860465116279,0.27071808593082797,Normal_1,2.9024462832312348,0.3096218179878678
Normal_1_4_3_1_bar17,Normal,Control,S1,Round Sperm,8.279329608938548,0.5076575881791653,Normal_1,2.786013372641486,0.21987354426571487
Normal_1_4_3_2_bar18,Normal,Control,SPC7,Late SPC,7.323076923076922,0.24107630848449527,Normal_1,2.9178245192322496,0.27998377673569796
Normal_1_4_3_3_bar19,Normal,Control,S2,Elongated Sperm,9.319205298013244,0.7192711659547665,Normal_1,2.583645421215768,0.6205576939566811
Normal_1_4_3_4_bar20,Normal,Control,S1,Round Sperm,8.259217877094972,0.5076575881791653,Normal_1,2.804907303667947,0.12220345636043445
Normal_1_4_3_6_bar22,Normal,Control,SPC7,Late SPC,7.288888888888888,0.1406962253139284,Normal_1,3.009868032013853,0.05393631413002689
Normal_1_4_3_7_bar23,Normal,Control,S3,Elongated Sperm,9.895652173913042,0.2811937964291573,Normal_1,2.0226395843550655,0.0
Normal_1_4_3_8_bar24,Normal,Control,D,Late SPC,6.6902325581395345,0.27071808593082797,Normal_1,2.8826643976733166,0.2415075035871267
Normal_1_4_4_1_bar25,Normal,Control,S2,Elongated Sperm,9.536423841059602,0.4586858161976549,Normal_1,2.5540051958309746,0.2525552628482871
Normal_1_4_4_4_bar28,Normal,Control,D,Late SPC,6.613953488372093,0.27071808593082797,Normal_1,2.9093313091403887,0.31902857645602
Normal_1_4_4_5_bar29,Normal,Control,S1,Round Sperm,8.22122905027933,0.4454685520745207,Normal_1,2.819372256886812,0.32435310808535134
Normal_1_4_4_6_bar30,Normal,Control,S2,Elongated Sperm,9.20794701986755,0.6474532485582359,Normal_1,2.565137422426467,0.147368591462175
Normal_1_4_4_7_bar31,Normal,Control,S1,Round Sperm,8.158659217877096,-1.4428232973175175e-12,Normal_1,2.545252651296664,0.3142523406632111
Normal_1_4_5_1_bar33,Normal,Control,S3,Elongated Sperm,9.704347826086956,0.38528511907521434,Normal_1,2.384261620032519,0.0
Normal_1_4_5_2_bar34,Normal,Control,S1,Round Sperm,8.024581005586592,0.42329155143330927,Normal_1,2.543290287052953,0.18549781909749222
Normal_1_4_5_3_bar35,Normal,Control,D,Late SPC,6.632558139534883,0.27071808593082797,Normal_1,2.896130118755128,0.5346883329643759
Normal_1_4_5_5_bar37,Normal,Control,S2,Elongated Sperm,9.237086092715233,0.6774623217964573,Normal_1,2.6630286445993367,0.10585211531527922
Normal_1_4_5_6_bar38,Normal,Control,D,Late SPC,6.654883720930233,0.27071808593082797,Normal_1,2.700277448567469,0.40903222942892775
Normal_1_4_5_7_bar39,Normal,Control,S3,Elongated Sperm,9.947826086956521,0.2890794597287611,Normal_1,2.3773224286411097,0.0
Normal_1_4_5_8_bar40,Normal,Control,S1,Round Sperm,8.24804469273743,0.5076575881791653,Normal_1,2.654895204792581,0.20611494359966132
Normal_1_4_6_2_bar42,Normal,Control,SPC7,Late SPC,7.2786324786324785,0.1016093118462857,Normal_1,2.865119225974354,0.4826618490363947
Normal_1_4_6_4_bar44,Normal,Control,SPC7,Late SPC,7.517948717948718,0.42329155143330927,Normal_1,2.99998416688393,0.046795106740247
Normal_1_4_6_6_bar46,Normal,Control,S1,Round Sperm,8.100558659217876,0.400309645830661,Normal_1,2.6288093149044096,0.14732911068576113
Normal_1_4_6_7_bar47,Normal,Control,S1,Round Sperm,8.064804469273742,0.42329155143330927,Normal_1,2.8140195531696275,0.3211064953702627
Normal_1_4_6_8_bar48,Normal,Control,S2,Elongated Sperm,9.509933774834437,0.45946107070816966,Normal_1,2.44094003767467,0.11987741175057733
Normal_1_4_7_1_bar49,Normal,Control,S2,Elongated Sperm,9.366887417218543,0.5270721966227245,Normal_1,2.5670846711769255,0.40340635242528977
Normal_1_4_7_2_bar50,Normal,Control,S1,Round Sperm,8.30391061452514,0.5076575881791653,Normal_1,2.944917920267041,0.44700458898303386
Normal_1_4_7_3_bar51,Normal,Control,Undiff.SPG-1,SPG (Stem),1.8055555555555558,0.9768123777328184,Normal_1,3.3111097544754653,0.13648766363174966
Normal_1_4_7_4_bar52,Normal,Control,S1,Round Sperm,8.319553072625697,0.545883901502697,Normal_1,2.8182055456074364,0.6719726771888781
Normal_1_4_7_5_bar53,Normal,Control,D,Late SPC,6.785116279069767,0.05745902028655034,Normal_1,2.994728598170023,0.34787335235201144
Normal_1_4_7_6_bar54,Normal,Control,S1,Round Sperm,8.07150837988827,0.42329155143330927,Normal_1,2.7270131286091566,0.11690418037057511
Normal_1_4_7_7_bar55,Normal,Control,S2,Elongated Sperm,9.229139072847683,0.6774623217964573,Normal_1,2.4801737642317274,0.7253815385207022
Normal_1_4_7_8_bar56,Normal,Control,S2,Elongated Sperm,9.234437086092717,0.6774623217964573,Normal_1,2.7223036864872165,0.0
Normal_1_4_9_2_bar66,Normal,Control,S2,Elongated Sperm,9.565562913907284,0.4883302034159737,Normal_1,2.502993994664643,0.1280280890334738
Normal_1_4_9_3_bar67,Normal,Control,D,Late SPC,6.528372093023256,0.3764618904658653,Normal_1,2.9467833112551034,0.12602454886229222
Normal_1_4_9_4_bar68,Normal,Control,SPC7,Late SPC,7.432478632478633,0.42329155143330927,Normal_1,2.9703141103245057,0.422461224597004
Normal_1_4_9_6_bar70,Normal,Control,S1,Round Sperm,8.006703910614524,0.42329155143330927,Normal_1,2.7176545262597323,0.1546158090269999
Normal_1_4_9_7_bar71,Normal,Control,S2,Elongated Sperm,9.459602649006623,0.46689278340051177,Normal_1,2.451022285195412,0.09810743990725444
Normal_1_4_9_8_bar72,Normal,Control,SPC7,Late SPC,7.347008547008547,0.3516761192089252,Normal_1,2.942130174391395,0.33644873912042556
Normal_1_5_10_1_bar73,Normal,Control,S2,Elongated Sperm,9.425165562913907,0.46689278340051177,Normal_1,2.5173432710233072,0.0
Normal_1_5_10_2_bar74,Normal,Control,S1,Round Sperm,8.01340782122905,0.42329155143330927,Normal_1,2.670737215308069,0.31982628638037003
Normal_1_5_10_3_bar75,Normal,Control,S2,Elongated Sperm,9.358940397350993,0.5818055236132329,Normal_1,2.5580103462386177,0.5017158888821023
Normal_1_5_10_6_bar78,Normal,Control,S1,Round Sperm,8.210055865921788,0.3258655606291759,Normal_1,2.5203689615569362,0.0
Normal_1_5_10_7_bar79,Normal,Control,Undiff.SPG-1,SPG (Stem),1.827777777777778,0.9885488356840307,Normal_1,3.290301357819279,0.21196087865359267
Normal_1_5_10_8_bar80,Normal,Control,Diff.ing SPG,SPG (Stem),3.0877192982456143,0.7694881247939164,Normal_1,3.919370817122074,0.824447038482354
Normal_1_5_11_1_bar81,Normal,Control,S3,Elongated Sperm,9.843478260869565,0.2737691686800564,Normal_1,2.5130829356165467,0.4107282943540935
Normal_1_5_11_2_bar82,Normal,Control,Undiff.SPG-2,SPG (Stem),2.357894736842105,0.8705109726668042,Normal_1,3.007815576823681,0.43591629517487557
Normal_1_5_11_3_bar83,Normal,Control,S2,Elongated Sperm,9.398675496688742,0.46689278340051177,Normal_1,2.4461719584740944,0.4446143093233461
Normal_1_5_11_4_bar84,Normal,Control,D,Late SPC,6.478139534883721,0.3764618904658653,Normal_1,2.9647389962665995,0.5099616140883051
Normal_1_5_11_5_bar85,Normal,Control,S3,Elongated Sperm,9.930434782608696,0.28639695711307084,Normal_1,2.2322382207756464,0.3299803304246289
Normal_1_5_11_6_bar86,Normal,Control,S2,Elongated Sperm,9.303311258278145,0.7192711659547665,Normal_1,2.5688764121384176,0.350842322243824
Normal_1_5_11_7_bar87,Normal,Control,S1,Round Sperm,8.029050279329608,0.42329155143330927,Normal_1,2.624170005262653,0.06435334979190556
Normal_1_5_12_1_bar89,Normal,Control,S3,Elongated Sperm,9.808695652173911,0.31732389983297316,Normal_1,2.3498988963133796,0.12838496562811466
Normal_1_5_12_2_bar90,Normal,Control,S2,Elongated Sperm,9.403973509933776,0.46689278340051177,Normal_1,2.3408558864142455,0.217092209820266
Normal_1_5_12_4_bar92,Normal,Control,S2,Elongated Sperm,9.311258278145695,0.7192711659547665,Normal_1,2.463531446286305,0.38301166103477846
Normal_1_5_12_6_bar94,Normal,Control,S3,Elongated Sperm,9.878260869565217,0.2786698035610138,Normal_1,2.2046070999290106,0.1363757779174591
Normal_1_5_12_7_bar95,Normal,Control,preL-1,Early SPC,3.2470588235294118,0.9160724926555215,Normal_1,2.7868757664235466,0.0
Normal_1_5_12_8_bar96,Normal,Control,preL-2,Early SPC,3.961290322580645,0.9562452501494241,Normal_1,2.898636045067798,0.0
Normal_1_5_2_2_bar10,Normal,Control,D,Late SPC,6.669767441860465,0.29892393694265923,Normal_1,2.9546740762704307,0.4193945893958924
Normal_1_5_2_3_bar11,Normal,Control,D,Late SPC,6.625116279069768,0.27071808593082797,Normal_1,2.970020208435179,0.3280148594215647
Normal_1_5_2_4_bar12,Normal,Control,S1,Round Sperm,8.299441340782124,0.5076575881791653,Normal_1,2.798071163943795,0.16431530567627234
Normal_1_5_2_6_bar14,Normal,Control,S1,Round Sperm,8.265921787709496,0.5076575881791653,Normal_1,2.847965633421852,0.28531159663017713
Normal_1_5_2_7_bar15,Normal,Control,D,Late SPC,6.634418604651162,0.27071808593082797,Normal_1,3.0124637464827604,0.12189621947382255
Normal_1_5_3_1_bar17,Normal,Control,S1,Round Sperm,8.263687150837988,0.5076575881791653,Normal_1,2.783855693179425,0.1528792208987738
Normal_1_5_3_3_bar19,Normal,Control,Undiff.SPG-2,SPG (Stem),2.280701754385965,0.8705109726668042,Normal_1,3.605354835639217,1.15078333266581
Normal_1_5_3_4_bar20,Normal,Control,SPC7,Late SPC,7.576068376068377,0.42329155143330927,Normal_1,3.0119146980787206,0.6225374810870234
Normal_1_5_3_5_bar21,Normal,Control,D,Late SPC,6.519069767441859,0.3764618904658653,Normal_1,2.9165033277560455,0.4470437510230355
Normal_1_5_3_6_bar22,Normal,Control,S2,Elongated Sperm,9.517880794701986,0.46657112244653853,Normal_1,2.5534594760829616,0.33350698911206167
Normal_1_5_3_8_bar24,Normal,Control,S1,Round Sperm,8.239106145251396,0.5076575881791653,Normal_1,2.768635847555881,0.0
Normal_1_5_4_2_bar26,Normal,Control,S1,Round Sperm,8.268156424581004,0.5076575881791653,Normal_1,2.685971148304384,0.18320858747190932
Normal_1_5_4_5_bar29,Normal,Control,D,Late SPC,6.424186046511627,0.24107630848449527,Normal_1,3.057718655379859,0.5579114921744804
Normal_1_5_4_6_bar30,Normal,Control,S1,Round Sperm,8.033519553072626,0.42329155143330927,Normal_1,2.6312916565948465,0.21151730382145942
Normal_1_5_4_7_bar31,Normal,Control,S1,Round Sperm,8.341899441340782,0.545883901502697,Normal_1,2.717837846559436,0.5021904195804843
Normal_1_5_4_8_bar32,Normal,Control,D,Late SPC,6.4186046511627906,0.24107630848449527,Normal_1,3.04104286781259,0.20213993667973776
Normal_1_5_5_1_bar33,Normal,Control,Undiff.SPG-1,SPG (Stem),1.9944444444444442,0.9908375918116863,Normal_1,2.5077209803480853,0.5357965860085355
Normal_1_5_5_3_bar35,Normal,Control,S2,Elongated Sperm,9.335099337748344,0.7057464344124471,Normal_1,2.4738336698540424,0.24198641150306266
Normal_1_5_5_4_bar36,Normal,Control,S1,Round Sperm,8.046927374301676,0.42329155143330927,Normal_1,2.7178450527573847,0.2788678438137367
Normal_1_5_5_6_bar38,Normal,Control,S1,Round Sperm,8.102793296089384,0.400309645830661,Normal_1,2.6193699805589965,0.38050051512129324
Normal_1_5_5_7_bar39,Normal,Control,D,Late SPC,6.725581395348837,0.1406962253139284,Normal_1,2.971667268774493,0.59585761879387
Normal_1_5_5_8_bar40,Normal,Control,D,Late SPC,6.727441860465117,0.1406962253139284,Normal_1,3.030978336188702,0.034740574839821556
Normal_1_5_6_2_bar42,Normal,Control,S2,Elongated Sperm,9.279470198675497,0.7192711659547665,Normal_1,2.51119363422069,0.38292965646755645
Normal_1_5_6_3_bar43,Normal,Control,S2,Elongated Sperm,9.53112582781457,0.4537163391840595,Normal_1,2.641246427634159,0.46376017092623645
Normal_1_5_6_4_bar44,Normal,Control,S2,Elongated Sperm,9.33774834437086,0.7057464344124471,Normal_1,2.5261756979867904,0.3879318689229458
Normal_1_5_6_5_bar45,Normal,Control,SPC7,Late SPC,7.4905982905982915,0.42329155143330927,Normal_1,3.041871698225265,0.3596544155845993
Normal_1_5_7_1_bar49,Normal,Control,D,Late SPC,6.593488372093023,0.29892393694265923,Normal_1,2.96605170827915,0.4612031521764538
Normal_1_5_7_2_bar50,Normal,Control,S2,Elongated Sperm,9.382781456953643,0.4454685520745207,Normal_1,2.481911715237474,0.08444571049263244
Normal_1_5_7_4_bar52,Normal,Control,D,Late SPC,6.6827906976744185,0.27071808593082797,Normal_1,2.9732515578125476,0.4386209422035424
Normal_1_5_7_5_bar53,Normal,Control,S2,Elongated Sperm,9.57615894039735,0.4718970538721999,Normal_1,2.3487944696170873,0.3529762324313904
Normal_1_5_7_6_bar54,Normal,Control,D,Late SPC,6.770232558139534,0.05745902028655034,Normal_1,3.097323686750242,0.29532047302943387
Normal_1_5_7_8_bar56,Normal,Control,S2,Elongated Sperm,9.464900662251654,0.46689278340051177,Normal_1,2.442113290107905,0.2930601336048562
Normal_1_5_8_2_bar58,Normal,Control,SPC7,Late SPC,7.22051282051282,0.05745902028655034,Normal_1,2.809659604953655,0.3493569009396779
Normal_1_5_8_3_bar59,Normal,Control,D,Late SPC,6.502325581395349,0.3764618904658653,Normal_1,3.0828968973273447,0.07614082294631579
Normal_1_5_8_4_bar60,Normal,Control,S3,Elongated Sperm,9.756521739130434,0.35335933501853595,Normal_1,2.516842801334026,0.21978568086481046
Normal_1_5_8_6_bar62,Normal,Control,D,Late SPC,6.7739534883720935,0.05745902028655034,Normal_1,2.958542882762585,0.1841849664129671
Normal_1_5_9_1_bar65,Normal,Control,SPC7,Late SPC,7.511111111111112,0.42329155143330927,Normal_1,2.9749349687109454,0.18101340444358277
Normal_1_5_9_2_bar66,Normal,Control,S1,Round Sperm,8.294972067039106,0.5076575881791653,Normal_1,2.8602486064348485,0.14194865431487777
Normal_1_5_9_4_bar68,Normal,Control,S1,Round Sperm,8.33072625698324,0.545883901502697,Normal_1,2.9919208995147333,0.45734614002699037
Normal_1_5_9_6_bar70,Normal,Control,D,Late SPC,6.546976744186047,0.3764618904658653,Normal_1,3.084276843725866,0.23077530051029044
Normal_1_5_9_7_bar71,Normal,Control,S2,Elongated Sperm,9.43046357615894,0.46689278340051177,Normal_1,2.535118818826305,0.363173189952854
Normal_1_5_9_8_bar72,Normal,Control,D,Late SPC,6.55813953488372,0.3764618904658653,Normal_1,3.0093772387786957,0.2350834838310969
Normal_1_6_1_1_bar1,Normal,Control,S3,Elongated Sperm,9.652173913043478,0.3767150026931392,Normal_1,2.5459586185290943,0.18017371362624957
Normal_1_6_1_2_bar2,Normal,Control,D,Late SPC,6.647441860465117,0.27071808593082797,Normal_1,2.788619433250112,0.1617766194561019
Normal_1_6_1_3_bar3,Normal,Control,S2,Elongated Sperm,9.26092715231788,0.7057464344124471,Normal_1,2.6404648463782285,0.2169712959207469
Normal_1_6_1_4_bar4,Normal,Control,S1,Round Sperm,8.107262569832402,0.3764618904658653,Normal_1,2.8128655478401363,0.0
Normal_1_6_1_5_bar5,Normal,Control,SPC7,Late SPC,7.377777777777777,0.4454685520745207,Normal_1,2.9175391440849863,0.10082848662951378
Normal_1_6_1_6_bar6,Normal,Control,S1,Round Sperm,8.185474860335194,-1.4428232973175175e-12,Normal_1,2.5103704496565005,0.0
Normal_1_6_1_7_bar7,Normal,Control,D,Late SPC,6.775813953488372,0.05745902028655034,Normal_1,3.018896313836994,0.07035540959711156
Normal_1_6_1_8_bar8,Normal,Control,S1,Round Sperm,8.073743016759776,0.42329155143330927,Normal_1,2.7033402427445523,0.11647068729476111
Normal_1_6_10_1_bar73,Normal,Control,SPC7,Late SPC,7.538461538461538,0.42329155143330927,Normal_1,2.989898341193102,0.0
Normal_1_6_10_2_bar74,Normal,Control,SPC7,Late SPC,7.37094017094017,0.4454685520745207,Normal_1,3.003485304578035,0.066080481937925
Normal_1_6_10_3_bar75,Normal,Control,Undiff.SPG-1,SPG (Stem),1.922222222222222,0.999208938861951,Normal_1,3.390775454843435,0.5510712487874234
Normal_1_6_10_4_bar76,Normal,Control,SPC7,Late SPC,7.237606837606837,0.05745902028655034,Normal_1,2.854960320185366,0.29289063858529335
Normal_1_6_10_5_bar77,Normal,Control,D,Late SPC,6.772093023255814,0.05745902028655034,Normal_1,3.109404189487212,0.03768193165773178
Normal_1_6_10_6_bar78,Normal,Control,SPC7,Late SPC,7.504273504273504,0.42329155143330927,Normal_1,2.9034614249823703,0.29895976633599
Normal_1_6_10_7_bar79,Normal,Control,S1,Round Sperm,8.147486033519552,0.1406962253139284,Normal_1,2.820102074431947,0.08996548598860511
Normal_1_6_10_8_bar80,Normal,Control,D,Late SPC,6.783255813953488,0.05745902028655034,Normal_1,3.0444124110184174,0.14377321989207667
Normal_1_6_11_1_bar81,Normal,Control,S2,Elongated Sperm,9.245033112582782,0.6918138653199457,Normal_1,2.654349219572224,0.12433601146025224
Normal_1_6_11_2_bar82,Normal,Control,SPC7,Late SPC,7.524786324786326,0.42329155143330927,Normal_1,3.036497020190783,0.5234314324938354
Normal_1_6_11_3_bar83,Normal,Control,Undiff.SPG-2,SPG (Stem),2.196491228070175,0.9020619953851936,Normal_1,3.7449280404481504,0.20639273868635633
Normal_1_6_11_5_bar85,Normal,Control,D,Late SPC,6.524651162790698,0.3764618904658653,Normal_1,2.9736429292224305,0.0
Normal_1_6_11_6_bar86,Normal,Control,D,Late SPC,6.731162790697674,0.1406962253139284,Normal_1,3.16422914203811,0.409712359840467
Normal_1_6_11_7_bar87,Normal,Control,Undiff.SPG-1,SPG (Stem),1.8333333333333333,0.9908375918116863,Normal_1,3.2291704745130096,1.0749337021877399
Normal_1_6_12_4_bar92,Normal,Control,S1,Round Sperm,8.111731843575418,0.3764618904658653,Normal_1,2.7586798933852243,0.19341241482212224
Normal_1_6_12_5_bar93,Normal,Control,D,Late SPC,6.759069767441861,0.05745902028655034,Normal_1,2.844902771273734,0.1340020004467667
Normal_1_6_12_6_bar94,Normal,Control,D,Late SPC,6.407441860465116,0.20976880507769463,Normal_1,3.0916534669628257,0.12317325694870757
