gene_name,Ctrl,iNOA_B,iNOA_S,OA,AZFc_Del,KS
MINOS1P3,0.003250817,0.003376503,0.003129163,0.005632202,0,0
MINPP1,0.340992535,0.316515169,0.375612864,0.340924879,0.528165287,0.415326199
MIOS,0.194712329,0.15429717,0.215857231,0.18295533,0.186440837,0.187784625
MIP,0.007066221,0,0.006256446,0.01515767,0.006756321,0.013903023
MIPEP,0.040860718,0.118686945,0.096825343,0.057187462,0.085880116,0.041868514
MIPEPP3,0.003890614,0.030419439,0.007382735,0.010222904,0.013929995,0.014577917
MIPOL1,0.258731377,0.25588819,0.226818852,0.126363724,0.169960091,0.156853884
MIR1-1HG-AS1,0,0,0,0,0,0
MIR100HG,0.339201869,0.330384316,0.486199131,0.254093335,0.338056602,0.24233478
MIR101-1,0,0,0,0,0.00033713,0
MIR103A2,0.010566132,0.007651756,0.002285868,0.027103228,0.029760215,0.033125248
MIR10B,0,0,0.000134793,0,0.000900109,0
MIR1244-2,0.066529997,0.034144986,0.046469196,0.047111967,0.053744178,0.054319763
MIR1244-3,0.007601927,0.012810262,0.017872691,0.026673229,0.020003736,0.02799734
MIR1244-4,0.005472291,0,0.007402842,0.008626299,0.003550697,0.002197991
MIR1254-1,0.004288967,0,0.001767867,0.001239031,0.001663352,0.026147648
MIR125B1,0,0,0,0,0.002854644,0
MIR125B2,0,0,0,0,0,0
MIR126,0,0,0,0,0,0
MIR1282,0,0,0,0.0111639,0.016405619,0.008644152
MIR1289-1,0,0,0,0,0,0
MIR1302-2HG,0.002051531,0,0,0.001033899,0,0
MIR132,0,0,0,0,0.00042114,0.004131949
MIR133A1HG,0,0.003635757,0.001194354,0,0,0
MIR137HG,0,0,0.001666701,0.000821384,0,0.001892065
MIR155HG,0,0,0.000688055,0.00845095,0.000936637,0
MIR16-2,0.005514514,0,0.002230962,0,0.001830586,0
MIR17HG,0.003316455,0.013411685,0.042226275,0.008972756,0.010869525,0.029717862
MIR181A1HG,0.007981973,0,0.008093069,0,0.003892767,0.002126756
MIR181A2HG,0.002796994,0.007565581,0.004944621,0,0.00268732,0
MIR181C,0,0,0,0,0,0
MIR186,0.018501893,0.006452545,0.010345178,0.009580719,0.012818481,0.010986891
MIR191,0,0,0,0,0.000803393,0
MIR193BHG,0.05343573,0.061688351,0.041679614,0.208381682,0.072720625,0.069709201
MIR194-2HG,0,0,0,0.002478946,0.000298394,0
MIR199A1,0,0,0,0,0,0
MIR199A2,0,0,0,0,0,0
MIR202,0,0,0.008915677,0.01565351,0.011328459,0.024188558
MIR202HG,6.411631447,5.846663763,11.06224178,7.554683857,12.3015482,13.71235625
MIR2052HG,0.003538999,0,0.001832489,0,0.000764706,0
MIR205HG,0.014616851,0.020672261,0,0,0,0
MIR210HG,0.031893697,0.003197603,0.015699021,0.017346297,0.016387054,0.051318466
MIR219A1,0,0,0.000720737,0,0,0
MIR222HG,0,0,0.001383128,0,0.001359188,0
MIR22HG,0.039552939,0.103602917,0.110177879,0.067001122,0.107576509,0.062260737
MIR26B,0,0,0,0,0.000127814,0
MIR27B,0,0,0,0,0.000849978,0
MIR29B2CHG,0.034659016,0.022550459,0.016547664,0.01372513,0.016587555,0.024325377
MIR3142HG,0,0,0.00030704,0,0.001079191,0
MIR3143,0.00522088,0.039319138,0.025582669,0.011585346,0.016981821,0.010199091
MIR3150BHG,0.009958152,0,0,0.027164339,0.001499704,0.015713235
MIR3153,0,0,0.013037679,0,0.000803065,0
MIR3188,0,0,0.003643711,0,0.000431583,0.009082751
MIR3190,0,0,0,0,0,0
MIR31HG,0,0,0.001760502,0,0,0
MIR320A,0,0,0,0,0.000443594,0.002609369
MIR331,0,0,0.002518164,0,0.002304206,0
MIR339,0,0,0,0,0,0
MIR34AHG,0.012886142,0.015766998,0.013057855,0.010129353,0.014683614,0.009601823
MIR3609,0,0,0.000642821,0,0.00389336,0
MIR3663HG,0,0,0,0.006575952,0.000954257,0.006045811
MIR3671,0,0,0,0,0.000907541,0.002507268
MIR3681HG,0.008975015,0.015813184,0.001325793,0.025351964,0.004256393,0.009281249
MIR3682,0.00541431,0,0.006496929,0.002116624,0.010356909,0.005570592
MIR3928,0,0,0,0,0.000236988,0
MIR3936HG,0.021417467,0.005153642,0.02516119,0.008550793,0.023565646,0.024672603
MIR3943,0.003221286,0,0,0.001119683,0.000410081,0
MIR3945,0,0,0.000115703,0,0.000240012,0
MIR3945HG,0.00160286,0,0,0,0.000172214,0
MIR3976HG,0.003189838,0,0,0.016682474,0.004362101,0.024658131
MIR424,0,0,0.001082337,0,0,0
MIR425,0,0,0.000526892,0.001254022,0,0.002069517
MIR4258,0.011143045,0.003348342,0.011972252,0.005494279,0.006351888,0.004821696
MIR4292,0.001049982,0,0.001748581,0.001506217,0.000302259,0
MIR4300HG,0.003517904,0,0.001123461,0.004810459,0.001888031,0.003130243
MIR4307HG,0.00341204,0.003300862,0,0.012963767,0.001646999,0.021552609
MIR4422HG,0,0,0,0,0,0
MIR4432HG,0,0,0,0.004904704,0,0
MIR4435-2HG,0.001701296,0.025215165,0.017842902,0,0.010270441,0
MIR4444-2,0,0,0,0,0.000104459,0
MIR4449,0,0,0.001920003,0.012983491,0.00519805,0.004942344
MIR4453HG,0.011875805,0.002960123,0.009858759,0.007146672,0.011011143,0
MIR4458HG,0.257468773,0.16368602,0.397299384,0.404006413,0.601667807,0.480298553
MIR4469,0,0,0.00058567,0,0,0
MIR4470,0,0,0,0,0,0
MIR4482,0,0,0.001636614,0.003249616,0.000488294,0
MIR450A2,0,0,0.00383661,0,0.002847521,0
MIR450B,0,0,0,0.009595117,0.004376261,0
MIR4512,0,0,0.000538518,0,0,0
MIR4522,0.006722056,0,0.002332448,0,0.001366124,0.002400451
MIR4530,0,0,0.000307318,0,0.000885266,0
MIR4645,0,0,0.003629461,0,0,0
MIR4666A,0,0,0.000897708,0,0.000312489,0
MIR4697HG,0.024296792,0.079164926,0.049613172,0.070884044,0.098450351,0.055021495
MIR4703,0,0,0,0,0,0
MIR4713HG,0,0,0,0,0,0
MIR4767,0,0,0.000274806,0,0,0
MIR497HG,0,0,0.003057818,0.013826917,0.052418883,0.051314844
MIR5006,0,0,0.001194347,0,0,0
MIR503,0,0,0.00130518,0,0.00289842,0.00357429
MIR503HG,0.14454719,0.133430766,0.266837636,0.193118004,0.297069068,0.273036848
MIR5087,0,0,0.000865784,0,0,0
MIR509-2,0,0,0.001090862,0,0,0
MIR509-3,0,0,0.00157953,0,0.001296085,0
MIR5093,0,0,0,0,0,0
MIR513A2,0,0,0.003302575,0,0.001401069,0
MIR513C,0,0,0.001857317,0,0,0
MIR5188,0,0,0.000683024,0,0.000277571,0.007362111
MIR542,0,0,0.002857763,0,0.004488295,0
MIR548A1HG,0.004543456,0,0,0.004706243,0.00043621,0.004674489
MIR548AL,0,0,0.000966331,0,0,0
MIR548XHG,0,0,0,0,0,0
MIR5685,0,0,0,0.001007586,0,0
MIR5691,0.001778653,0,0,0,0,0
MIR570,0,0.003316273,0.000704678,0,0.000747496,0
MIR572,0,0,0,0.001168967,0.001605694,0.002106196
MIR573,0,0,0.001740494,0,0,0
MIR574,0,0,0.000407548,0,0,0
MIR583HG,0,0,0,0.004796973,0.000504306,0.00200268
MIR6077,0,0,0.000123767,0,0,0
MIR616,0.007740186,0.003769334,0.008296875,0.001011136,0.002640678,0
MIR619,0,0,0.001178133,0,0,0
MIR621,0,0,0.001424033,0,0.000271359,0
MIR635,0,0,0.001879413,0,0,0
MIR646HG,0.010495796,0.003875326,0.006136784,0.037995804,0.0128515,0.050028785
MIR659,0.002403578,0,0.001570102,0,0,0
MIR663AHG,0.026575669,0,0,0.099177637,0.015158453,0.080630354
MIR670HG,0.020295522,0.015046623,0.033548413,0.04215548,0.030512699,0.059405443
MIR6719,0.0029924,0,0.001099671,0,0,0
MIR7-3HG,0.024961584,0,0,0.012793874,0.015966714,0.014869583
MIR7111,0,0,0.000771115,0,0,0
MIR744,0,0,0.000738269,0,0,0.002235429
MIR7515,0,0,0,0,0.00091283,0
MIR7515HG,0.048380697,0,0,0.06144624,0.019842986,0.037653383
MIR762HG,0.018935564,0.004632246,0.02341139,0.035301155,0.052106012,0.066391445
MIR7845,0,0,0.002751304,0,0,0
MIR9-3HG,0.252117567,0.207952678,0.415964886,0.229926725,0.367420803,0.289360971
MIR933,0,0,0,0.001445977,0,0
MIR99AHG,0.22691096,0.289303646,0.300188859,0.167142098,0.252430434,0.211716625
MIRLET7A1,0,0.003269692,0.002219769,0.012427619,0.004893918,0.004376781
MIRLET7BHG,0.00299974,0.013627016,0.022616834,0.002151957,0.016866307,0.010988067
MIRLET7D,0,0,0,0,0.000358775,0.002607287
MIRLET7DHG,0.001811804,0,0.003259772,0.001039154,0.00123685,0.006449189
MIRLET7F1,0.004832917,0,0.001185703,0.004794782,0.005273556,0.004211034
MIRLET7I,0,0,0,0,0,0
MIS12,0.181436086,0.193411252,0.274370991,0.187923449,0.236178113,0.280764372
MIS18A,0.338401815,0.368037796,0.509268949,0.353411543,0.446416301,0.436597572
MIS18A-AS1,0.009402738,0.00572923,0.008165064,0.007080101,0.010855224,0.008570275
MIS18BP1,0.409711236,0.584674934,0.711117457,0.325770752,0.516876445,0.267351291
MISP,0.002594525,0,0.00108667,0,0.000482157,0
MISP3,0.019168329,0.018344919,0.009081728,0.004815641,0.014264873,0.003327876
MITD1,0.149206921,0.233258705,0.228312904,0.18326844,0.204668849,0.240972263
MITF,0.010968653,0.011295906,0.017933581,0.003271484,0.019136165,0.031878727
MIXL1,0,0,0.000595708,0,0.000133424,0
MKI67,0.00174914,0.014237421,0.000570136,0.005779706,0.005604705,0.013017634
MKKS,0.099890123,0.071410904,0.095682405,0.090058055,0.122362233,0.091157681
MKL1,0.266764132,0.269384849,0.285742698,0.286109028,0.308967117,0.340319407
MKL2,0.418928933,0.58517121,0.531742022,0.402309423,0.507998303,0.310347524
MKLN1,0.617894944,0.892034287,0.87894656,0.778939943,1.10518705,0.778176395
MKLN1-AS,0.018556248,0.012646492,0.034376417,0.005001458,0.014442748,0.006584623
MKNK1,0.099577615,0.076288938,0.174777782,0.123889706,0.204091656,0.134023596
MKNK1-AS1,0.004591124,0,0,0,0.001256407,0.003025341
MKNK2,0.197824353,0.225493706,0.249171581,0.205277743,0.235056489,0.256871247
MKRN1,0.412084117,0.462789408,0.663933893,0.455121117,0.628625912,0.575159621
MKRN2,0.336278251,0.222087453,0.431519972,0.432780305,0.60426168,0.40823069
MKRN2OS,0,0,0.000479511,0.001162593,0,0
MKRN3,0.011081999,0,0.006535594,0.005652371,0.021901609,0.00413362
MKRN7P,0.001451517,0,0.001509866,0,0.003152531,0
MKRN9P,0.005982593,0,0,0.003138398,0.000716307,0
MKS1,0.097171336,0.072393382,0.087608431,0.085499714,0.09576284,0.075041123
MKX,0,0,0.001073755,0,0.000583622,0
MKX-AS1,0,0,0,0,0,0
MLANA,0.002625911,0.007596553,0.009817168,0,0,0
MLC1,0.236856926,0,0.323154957,0.108865065,0.152385776,0.248544918
MLEC,0.98341278,1.372548068,1.206641291,1.269962191,1.251330744,1.552377129
MLF1,1.494932648,0.758770635,1.435584198,1.868826214,1.795068908,1.52113343
MLF2,1.111731214,0.671688818,1.32588282,1.293193339,1.465552337,1.80971415
MLH1,0.25597567,0.351728458,0.406920342,0.221850961,0.330115209,0.278762595
MLH3,0.383397733,0.427762786,0.475135392,0.285187091,0.356626114,0.21646035
MLIP,0,0,0.00048288,0.005177704,0.001806512,0.001878362
MLIP-AS1,0.002484769,0,0,0.003203403,0.000616759,0.004831373
MLKL,0,0,0.000890239,0.005510461,0.000768953,0
MLLT1,0,0,0.008926847,0.005962814,0.011692372,0.002618359
MLLT10,0.311076527,0.363279996,0.39541833,0.318132849,0.3650028,0.277177818
MLLT10P1,0.0042001,0,0.0003987,0,0,0
MLLT11,0.013126592,0.003148895,0.030346684,0.018002228,0.045966363,0.013556793
MLLT3,0.006541989,0,0.011965978,0.006941515,0.008363325,0.013217028
MLLT6,0.265923462,0.407318759,0.453597174,0.279179131,0.44083833,0.437826694
MLNR,0.005142869,0,0.002920334,0,0,0
MLPH,0.002662132,0.007377241,0.010283017,0.005565315,0.007911561,0.021855853
MLST8,0.062725864,0.063934651,0.12474546,0.195202244,0.16147822,0.32988554
MLX,0.104319,0.17208439,0.150574379,0.145627645,0.233725673,0.206270858
MLXIP,0.149203362,0.445566577,0.356260034,0.192922692,0.248929203,0.233900588
MLXIPL,0.165086499,0.209137714,0.395821115,0.127544011,0.29130719,0.183439745
MLYCD,0.112129585,0.110908581,0.082864985,0.081362204,0.102913446,0.127183815
MMAA,0.058749145,0.085127006,0.092747257,0.069003941,0.092617513,0.045737689
MMAB,0.177220579,0.152585313,0.354022559,0.215986791,0.277839528,0.263396053
MMACHC,0.031759998,0.055423984,0.065404455,0.058586833,0.072016279,0.046938889
MMADHC,0.809524449,0.631532536,0.85478671,0.800478348,0.929786514,0.716595807
MMD,0.860657095,0.578228971,0.387693351,0.894736392,0.481725509,0.672350137
MMD2,0.076215122,0.130551236,0.204624079,0.187766251,0.197340062,0.243341911
MME,0.130393893,0.235644575,0.494141964,0.15842977,0.392093372,0.104159712
MMEL1,0.002792666,0,0,0.006358021,0.000738675,0.018133006
MMGT1,0.035876567,0.043439379,0.073892832,0.026900948,0.064698911,0.038342139
MMP1,0.021996809,0.030789518,0.019433295,0.011540748,0.011222248,0.011869485
MMP10,0.003828177,0,0.000808019,0.003532084,0,0
MMP11,0.113366116,0.041746652,0.048813511,0.050755369,0.131350997,0.157273428
MMP14,0.030995472,0.012856324,0.027045316,0.004208643,0.013622325,0.002620879
MMP15,1.394635093,1.163568994,2.064610718,2.203517899,2.082312001,3.07716088
MMP16,0.006118621,0.009721648,0.029298697,0.02000705,0.037207388,0.017374527
MMP17,0.024273891,0.015680839,0.04803296,0.05203256,0.041237346,0.042347695
MMP19,0.011452955,0,0.009473921,0,0.008784634,0.004550862
MMP2,0.005822727,0.010335375,0.015980266,0.002925126,0.029987823,0.024451379
MMP2-AS1,0,0,0.001407859,0,0.001916082,0
MMP20,0.006799641,0,0,0.01259116,0.001160781,0.012504235
MMP21,0,0,0.000171464,0,0.001223839,0
MMP23A,0,0,0.004437549,0,0.000239433,0.004364717
MMP23B,0,0,0.001238254,0,0.002692911,0.002935394
MMP24,0.001742381,0,0,0,0.001242089,0
MMP24OS,0.052333253,0.056342791,0.102361917,0.05494063,0.085377195,0.179053695
MMP25,0,0,0.004238011,0,0.001227925,0.005428781
MMP25-AS1,0.003564727,0.032286339,0.007260976,0.010063386,0.007577771,0.013447875
MMP26,0,0,0,0,0,0
MMP28,0.649180327,0.743400219,0.66939335,1.064116878,0.741914748,1.746866501
MMP7,0,0.015920018,0,0.001059288,0.000277383,0
MMP9,0.01034134,0.023238956,0.008690017,0.008628537,0.022297832,0.041917397
MMRN1,0.004373493,0,0.000178681,0.017263277,0.004145517,0.00883636
MMRN2,0.003402592,0,0.008206779,0.003679706,0.009603651,0.002675159
MMS19,0.540020687,0.355431615,0.607460051,0.647054172,0.68398788,0.641210654
MMS22L,0.017652901,0.020940998,0.033106791,0.04097797,0.034408857,0.043295931
MN1,0.006210694,0.003988601,0.007446427,0.001644782,0.008768162,0
MNAT1,0.466508125,0.628204553,0.676246929,0.230601726,0.413426823,0.390487142
MND1,0.008919869,0.024946421,0.000838928,0.021123591,0.014497389,0.022564621
MNDA,0.864457708,1.351651385,1.437903467,0.690532674,1.023772879,0.747120879
MNS1,0.060818176,0.049365393,0.061129789,0.165204434,0.080272267,0.148832952
MNT,0.202862139,0.301045201,0.2794018,0.303747854,0.309811221,0.235036676
MNX1,0,0,0,0.002783143,0.000371646,0.002155372
MNX1-AS1,0,0,0,0,0.000872749,0.002197991
MOAP1,0.217789325,0.263774466,0.345943471,0.253291858,0.41529206,0.263290107
MOB1A,0.900709004,0.927399192,1.471640548,0.839747057,1.484619151,0.780545091
MOB1B,0.068257434,0.091143719,0.141997333,0.05339429,0.112811772,0.079377756
MOB2,0.057568962,0.058523854,0.136645494,0.086377747,0.107570455,0.183102208
MOB3A,0.122120425,0.05883182,0.156939672,0.106541191,0.114686886,0.106250204
MOB3B,0.554537058,0.641848802,0.716421549,0.534576578,0.520334718,0.502192344
MOB3C,0.035860905,0.036662223,0.039652486,0.020767715,0.049953048,0.023884105
MOB4,0.232724879,0.139357213,0.253576004,0.233743369,0.313463143,0.236578487
MOBP,0.018024644,0,0,0.016949367,0.004233308,0.041990363
MOCOS,0.017243655,0.003703319,0.036106533,0.010454908,0.031675168,0.0067837
MOCS1,0.039489035,0.009962188,0.037663413,0.061147004,0.044723567,0.050804349
MOCS2,0.613670535,0.770709299,1.122926728,0.634149654,0.914631284,0.661339924
MOCS3,0.07985083,0.049057418,0.052270031,0.064434651,0.06633556,0.0416513
MOGAT1,0,0,0.001252392,0,0.003016513,0
MOGAT2,0,0,0.001649251,0,0,0
MOGS,0.119311564,0.10850339,0.105978334,0.12057811,0.163579989,0.154092563
MOK,0.49251862,0.943921396,0.642653152,0.523626209,0.456098194,0.433863807
MON1A,0.022716869,0.015918789,0.014666749,0.022129382,0.025186429,0.036348589
MON1B,0.123243171,0.156815517,0.174331121,0.187421299,0.186846875,0.12282382
MON2,0.344720436,0.390878356,0.401532874,0.300056558,0.420072928,0.249968187
MORC1,0.021019228,0.030378678,0.004047039,0.051232881,0.010072746,0.043159682
MORC1-AS1,0,0,0,0,0.002072029,0
MORC2,0.082798604,0.153284265,0.111561921,0.101852431,0.142186696,0.159868323
MORC2-AS1,0.002452045,0,0,0.087514959,0.01321346,0.023730834
MORC3,0.446838907,0.406456267,0.425589317,0.288104445,0.444464934,0.326350096
MORC4,0.970610137,1.217852895,0.73375127,0.679649711,0.701361731,0.665945671
MORF4L1,5.682456408,6.123208984,6.74788644,5.286369202,7.005884416,4.358133446
MORF4L1P1,0.204244837,0.357557723,0.288355429,0.196291748,0.264033717,0.08084094
MORF4L2,2.588336841,2.591751078,3.922974096,2.619999901,3.478209221,2.482983928
MORF4L2-AS1,0.003485884,0.026155243,0.015412631,0.005056735,0.006315712,0.005870787
MORN1,0.023672795,0.015774999,0.013712759,0.017318967,0.01421332,0.015127814
MORN2,0.225280691,0.108747661,0.137455564,0.397012699,0.17568074,0.468212687
MORN3,0.030890321,0.020672261,0.004265158,0.019663402,0.009172631,0.021226086
MORN4,0.203185143,0.099821553,0.235846832,0.245448002,0.361466365,0.212305875
MORN5,0.062038168,0,0.004539569,0.213141639,0.032979278,0.134471325
MOS,0.00516895,0.006267049,0.006784385,0.017641791,0.005136875,0.015497739
MOSMO,0.375700675,0.352304451,0.549121132,0.354999831,0.564938365,0.294506552
MOSPD1,1.128957952,1.050821894,1.333492101,0.786230233,1.110042609,0.645996182
MOSPD2,0.259720254,0.165148081,0.332220277,0.197020443,0.294200311,0.138037113
MOSPD3,0.062084198,0.066737505,0.103422796,0.088541661,0.101055061,0.138902469
MOV10,0.965805086,1.108205283,1.035055782,1.10047309,1.122219867,1.273381235
MOV10L1,0.053855021,0.0279412,0.048569306,0.068733531,0.019687515,0.105055322
MOXD1,0.008535885,0,0.000431968,0.008679282,0.001694517,0.010593377
MPC1,0.175231634,0.202763438,0.245765181,0.207032115,0.237211962,0.253942847
MPC1L,0.022577459,0,0,0.033361202,0.017521279,0.074061494
MPC2,1.253974933,0.995948135,1.392420867,1.287969804,1.600689344,1.582310314
MPDU1,0.215753362,0.166945294,0.263081841,0.22536086,0.244625632,0.299803421
MPDZ,0.676680782,0.689325391,0.842508115,0.667112717,0.762117938,0.483027894
MPEG1,0.003593131,0,0.004341262,0,0.021448005,0.008419596
MPG,0.00369874,0.003383101,0.003985056,0.070286985,0.116768856,0.19812859
MPHOSPH10,0.522841668,0.57865103,0.641549798,0.484454739,0.512008932,0.424149373
MPHOSPH6,0.329293105,0.3213158,0.34985881,0.323078322,0.412727814,0.34232082
MPHOSPH8,0.940344195,0.719971042,0.85132761,0.577402831,0.687345091,0.715942832
MPHOSPH9,0.082883214,0.062915734,0.144656572,0.099722246,0.116928143,0.072519924
MPI,0.138324001,0.075027047,0.167344731,0.104101383,0.178104209,0.21370157
MPIG6B,0.003632435,0,0.000935107,0,0.000114799,0
MPL,0.002254063,0.004169928,0.000386017,0,0,0
MPLKIP,0.437777299,0.501108525,0.496165801,0.423919104,0.416991873,0.469680653
MPND,0.004983775,0.007387572,0.021758227,0.016986456,0.02782135,0.033985613
MPO,0.001002765,0.012395583,0.003633845,0.009940298,0.007707779,0.009255355
MPP1,0.263260132,0.215645634,0.480867377,0.224283823,0.407750992,0.317282652
MPP2,0.02040199,0.003780135,0.016863753,0.008029826,0.011991915,0.022612639
MPP3,0.022810499,0.015165522,0.030180776,0.02081371,0.034088827,0.062654125
MPP4,0,0,0.001088174,0,0.000312501,0
MPP5,0.168929393,0.263525319,0.234473034,0.181306286,0.196547478,0.1409495
MPP6,0.020893397,0.06038831,0.039504137,0.027358793,0.044764283,0.034602238
MPP7,0.037113235,0,0.002394175,0.021175793,0.005200978,0.022935266
MPPE1,0.014322768,0.050521176,0.020204991,0.117634973,0.169569379,0.140590892
MPPED1,0.003448179,0,0.000348619,0,0.000382115,0.002868405
MPPED2,0.074707887,0.054189461,0.07935247,0.048416679,0.069664076,0.063760981
MPRIP,0.566380274,0.643918811,0.641667521,0.696534204,0.914065595,0.699497485
MPRIP-AS1,0,0.00291128,0.001011514,0,0,0
MPST,0.074012221,0.015978567,0.077539129,0.068727294,0.074183944,0.177071068
MPV17,0.218708115,0.08386423,0.286672845,0.201242226,0.283397039,0.239798511
MPV17L,0.04294264,0.054124726,0.126746392,0.09081467,0.098435647,0.083417788
MPV17L2,0.090178542,0.025455454,0.128578773,0.111279864,0.112197472,0.177497369
MPZ,0.012201667,0,0.005705741,0.013099214,0.009513248,0.021906368
MPZL1,1.744823054,2.115115712,2.505361309,1.828382279,2.327445663,2.013484001
