,Ctrl,iNOA_B,iNOA_S,AZFc_Del,KS
PRICKLE2-AS1,0,0.001919813,0,0.005942173,0.003994786
PRICKLE3,0,0.023664538,0.016892733,0.007371022,0.032844519
PRIM1,0.28254665,0.326463202,0.130992778,0.190251395,0.116561273
PRIM2,0.025494137,0.024040212,0.062345106,0.039441795,0.045792999
PRIMA1,0.013053331,0.015823886,0.018632558,0.004483726,0.036371067
PRIMPOL,0.158645024,0.194883311,0.207624278,0.207274484,0.303136821
PRKAA1,0.391870209,0.348869975,0.410318507,0.40047293,0.29197989
PRKAA2,0.158675486,0.289224448,0.150427524,0.147319027,0.065617959
PRKAB1,0.30787147,0.135856368,0.19256782,0.156218845,0.155842343
PRKAB2,0.100747288,0.088643545,0.161333531,0.19134492,0.141065779
PRKACA,0.499543273,0.620383662,0.9488189,0.604407105,0.693448711
PRKACB,0.262785351,0.597485648,0.547134678,0.501846203,0.39985413
PRKACG,0.008542977,0,0,0.001364912,0.001960926
PRKAG1,0.350892245,0.161657187,0.318095646,0.378847431,0.323614765
PRKAG2,0.192234073,0.195019184,0.027822752,0.061764548,0.069012124
PRKAG2-AS1,0.014929972,0.006438983,0.019345174,0.018311693,0.062800178
PRKAG3,0,0,0.005510346,0,0.004980813
PRKAR1A,2.160395048,1.539436226,2.540422512,3.065804759,2.688072021
PRKAR1B,0.041242582,0.118753184,0.119907888,0.096235749,0.176403556
PRKAR2A,0.305761564,0.623504868,0.53403019,0.485565735,0.616463798
PRKAR2A-AS1,0.031415225,0.005912681,0.005754805,0.004070609,0.008597401
PRKAR2B,1.046387278,1.644956461,1.358026921,2.001903312,2.811137484
PRKCA,0.232732306,0.669095697,0.606224164,0.554647356,0.734173534
PRKCB,0.016230711,0.038949728,0.084692918,0.153553161,0.042584484
PRKCD,0.035688143,0.007614523,0.078784977,0.071247084,0.166591647
PRKCE,0.118540749,0.092030941,0.072100023,0.051881892,0.045832384
PRKCG,0.014134835,0.005017348,0,0.002344149,0.000308903
PRKCH,0.024432767,0.002015511,0.026283506,0.072746244,0.043882277
PRKCI,0.352471055,0.4134152,0.39080403,0.405456223,0.297381041
PRKCQ-AS1,0.009983917,0.008510821,0.001671922,0.005391618,0.001097901
PRKCSH,0.593340065,0.418928273,0.775200891,0.669667034,1.490543682
PRKCZ,0,0.013844288,0.004197126,0.052887901,0.062650046
PRKCZ-AS1,0,0.006552908,0.005926195,0.008118463,0.020349602
PRKD1,0.115169358,0.123443695,0.102694553,0.300664289,0.085300713
PRKD2,0.094030324,0.053097227,0.080106674,0.062955341,0.169642897
PRKD3,0.550997439,1.250321324,0.932221283,0.602622042,0.560602979
PRKDC,1.956824975,3.103746723,2.613127956,1.858961789,1.247832666
PRKG1,0.476986921,0.770290113,0.782643599,0.634445025,0.70640726
PRKG2,0.012304117,0.007060829,0.000324854,0.006132287,0.000578026
PRKN,0.075198095,0.113628265,0.109287425,0.106468818,0.045586052
PRKRA,0.70607946,0.321204073,0.561726553,0.525883366,0.456961845
PRKRIP1,0.361137405,0.685859803,0.298922322,0.470014352,0.452974128
PRKX,0.140987449,0.085744212,0.123654805,0.129355237,0.027673821
PRKY,0.014337917,0.058226405,0.018888714,0.032840114,0.03527784
PRLR,0.240913716,0.075507183,0.272953369,0.276525788,0.160404514
PRM1,22.69106124,0,0,2.826437988,0.732860388
PRM2,23.59347176,0,0,1.757839122,0.36191522
PRM3,0.048285428,0,0,0.00671889,0.003405932
PRMT1,0.969165814,0.403380001,1.43183685,1.223854838,2.04108064
PRMT2,0.801699517,0.838354612,0.816456393,0.848902709,0.832928387
PRMT3,0.33197224,0.174366385,0.192739095,0.176780923,0.172885561
PRMT5,0.023159398,0.02141491,0.020130084,0.226826924,0.397944542
PRMT5-AS1,0.003536768,0.029145983,0.024467189,0.026329609,0.044742924
PRMT6,0.148382819,0.088324837,0.128955757,0.11051825,0.108926612
PRMT7,0.059415688,0.08854364,0.124922034,0.096060048,0.129853394
PRMT8,0.013295255,0.026796178,0.003003139,0.008771878,0.010382403
PRMT9,0.16115426,0.151547715,0.141497978,0.131050915,0.091810155
PRND,0.05848267,0.200276063,0.407789762,1.468113743,0.005442247
PRNP,2.46198863,1.617011875,5.57439863,4.078077476,5.808765408
PROB1,0,0.027369654,0.007086355,0.011104111,0.024210448
PROCA1,0.347518712,0.028389884,0.028587582,0.043669216,0.053519866
PROCR,0.167097322,0.075000888,0.062073021,0.071815274,0.093262131
PROK1,1.317769674,0.202914089,0.434015543,3.164541483,3.814406726
PROK2,0.031800921,0.030373758,0,0.008370052,0.000839149
PROM1,0.057940989,0.00297534,0.066828238,0.038867336,0.038856515
PRORSD1P,0.013792798,0.018799792,0.034911134,0.01886685,0.033918554
PROS1,0.352379866,0.873007586,0.777701316,0.788898792,0.616809338
PROSER1,0.037649506,0.011961962,0.052856983,0.085797427,0.046752774
PROSER2,0,0.014184988,0.016104524,0.022860755,0.019850512
PROSER2-AS1,0.011618774,0.002996524,0.008377379,0.006945449,0.006171919
PROSER3,0.019138135,0.025040111,0.031771973,0.042056368,0.054158035
PROX1,0.035810875,0.073210736,0.049165091,0.047586606,0.033221275
PROX1-AS1,0.005126501,0.012528939,0.003554451,0.00101695,0.002236381
PRPF18,0.099043895,0.200849337,0.152131248,0.175878965,0.190520696
PRPF19,0.332518379,0.099853516,0.337567585,0.20622332,0.511237731
PRPF3,0.334827552,0.356053851,0.375202979,0.235756869,0.397078103
PRPF31,0.175459559,0.196220412,0.244163512,0.229173503,0.595144274
PRPF38A,0.441558388,0.535217481,0.65873452,0.476370351,0.624132848
PRPF38B,0.505221036,0.629096782,0.5459304,0.37690431,0.555517786
PRPF39,0.457978842,0.379517724,0.5465917,0.360434859,0.367308009
PRPF4,0.564039683,0.428279455,0.58891704,0.536038067,0.643769351
PRPF40A,2.291348034,1.81001261,2.588353112,2.417919297,1.931380087
PRPF40B,0.049554746,0.032650174,0.033553976,0.158178867,0.165285479
PRPF4B,1.201953418,1.677203525,1.597648958,1.629804115,1.259199463
PRPF6,1.215620079,3.145112248,1.735956138,1.506452475,1.444691528
PRPF8,0.905246702,1.434509927,1.577548381,1.204979127,1.469429578
PRPH,0.090389622,0,0.00394344,0.012455978,0.06218699
PRPH2,0.01867035,0.025516191,0.031080623,0.024351952,0.011716642
PRPS1,0.230471707,0.103104863,0.274399785,0.215090292,0.31225066
PRPS1L1,0.005059827,0,0,0.007797844,0.006397868
PRPS2,19.97223833,8.091688296,7.620202302,12.74516378,5.899794004
PRPSAP1,0.27953168,0.342244413,0.369326395,0.466711728,0.425992964
PRPSAP2,0.336127091,0.224301907,0.271223063,0.281085625,0.28871323
PRR11,0.051674615,0.063238881,0.03917685,0.033409822,0.032531497
PRR12,0,0.050292984,0.034837946,0.070464229,0.152568447
PRR13,1.224156827,0.538630838,0.986634058,1.070879039,0.97845343
PRR13P5,0.013760259,0.039402961,0.005325032,0.034207142,0.012669069
PRR14,0.137519378,0.091652033,0.133291602,0.093086921,0.268514029
PRR14L,0.315894476,0.458908135,0.532819923,0.520650596,0.35213109
PRR15,0.190249165,0.005785587,0.017679636,0.040110119,0.021422429
PRR16,0.021788956,0,0.013967844,0.013209063,0.076977334
PRR19,0.018167491,0.018211676,0.004978654,0.007769806,0.016150867
PRR22,0.006253138,0.00541794,0.002663839,0.001377069,0.009011161
PRR26,0.056741871,0.119025079,0.027514619,0.026326062,0.02520999
PRR29,0.007762408,0,0,0.017375307,0.012257303
PRR3,0.148661339,0.124028801,0.127359077,0.095820526,0.222799494
PRR30,0.093327317,0,0,0.006201288,0.003399527
PRR31,0.066484197,0.13907932,0.066424253,0.040685132,0.034750118
PRR34,0,0,0.007134643,0.004704905,0.018024091
PRR34-AS1,0.084011555,0.113010555,0.080936121,0.224530723,0.10374623
PRR35,0,0.020218375,0,0.00203593,0.000329121
PRR36,0,0.005594412,0.001041567,0.001998254,0.005645498
PRR5,0.02464634,0.043873281,0.034677753,0.01689775,0.129337679
PRR5L,0,0.012815959,0.009751498,0.008451852,0.007998078
PRR7,0,0.010367994,0.010193205,0.013012417,0.020939999
PRR7-AS1,0.018919184,0,0.000802995,0.002128067,0
PRRC1,1.116192993,0.560272484,1.150803078,0.666212877,0.510425496
PRRC2A,0.375500801,0.349851123,0.513592605,0.371823164,0.535731894
PRRC2B,0.391610437,0.549498794,0.702721325,1.015484505,1.560563231
PRRC2C,2.198818451,2.797840033,2.529069626,1.837130324,1.90925035
PRRG1,0.27509855,0.082401013,0.129570971,0.103826217,0.097700799
PRRG2,0.082358621,0.001744069,0.012562519,0.006450115,0.016894407
PRRG3,0.004897063,0.006350659,0.015322132,0.032374733,0.009956513
PRRG4,0.109145051,0.040338927,0.000555242,0.008603334,0.002114479
PRRT1,0.057986093,0.016941851,0.049036908,0.070611098,0.087418798
PRRT2,0.012473181,0.013711754,0.084358263,0.033606934,0.127049833
PRRT3,0.026580226,0.117693202,0.056330799,0.043744596,0.076272927
PRRT3-AS1,0.021585205,0.023840499,0.020238058,0.006738987,0.045000497
PRRT4,0,0,0.007636639,0.006752011,0.004408447
PRRX1,2.448663019,3.874991495,6.34057854,3.409926161,4.454065705
PRRX2,0,0.00927252,0.00225417,0.043673211,0.021552152
PRRX2-AS1,0.01818935,0,0,0,0.000604545
PRSS12,0.036571284,0.027936802,0.047166397,0.199665599,0.003906613
PRSS16,0.047891875,0.011057921,0.000854665,0.016593439,0.000372856
PRSS21,0.279318141,0.147578288,0.000839052,0.193827036,0.04277847
PRSS23,1.376962611,0.397128759,0.43455385,1.808451354,0.302244388
PRSS27,0.009794127,0.006574265,0.004462175,0.013390714,0.007740253
PRSS3,0.003703506,0.007879203,0,0.000843522,0.000630177
PRSS30P,0.007762408,0,0,0.005842532,0.005242796
PRSS35,0.057585244,0.192624112,0.152837238,0.129000421,0.124615306
PRSS36,0.03897209,0.031416993,0.024766258,0.021469788,0.029939983
PRSS37,0.04820505,0,0,0.007600911,0.004372868
PRSS38,0.01596115,0.001927005,0,0.009601723,0.001756564
PRSS40A,0.017097874,0,0,0.00123089,0.004069515
PRSS41,0,0.006039118,0,0.005178344,0.000629031
PRSS48,0.005059827,0.00278474,0,0.002779646,0.001468919
PRSS54,0.008645435,0,0,0.016131831,0.005686302
PRSS55,0.020664852,0,0,0.01158375,0.003553823
PRSS58,0,0,0,0.011388355,0.002387439
PRTFDC1,0.158000699,0.187147155,0.235173573,0.19525655,0.1977765
PRTG,0.066386887,0.102288296,0.074720046,0.077433073,0.089623992
PRUNE1,0.255992389,0.126622622,0.238228017,0.143429616,0.239906001
PRUNE2,0.099277856,0.268792374,0.079781229,0.133681808,0.02291387
PRX,0,0.00758334,0.02388066,0.016604688,0.0536144
PSAP,15.15436737,9.5142901,14.83546776,15.60129563,13.99836879
PSAPL1,0.017607616,0.0062101,0.003503967,0.023787146,0.000447284
PSAT1,0.200713717,0.017927452,0.087254793,0.1906078,0.032070192
PSCA,0.392567016,0.001600564,0,0,0
PSD,0,0.057230763,0.045130401,0.065690109,0.151534568
PSD2,0.005059827,0,0.002035779,0.009817392,0
PSD2-AS1,0.016747388,0,0,0.002439448,0.000793104
PSD3,0.864602678,0.622094346,0.846458047,0.637425588,0.539822675
PSD4,0.013660689,0.008176917,0.010961763,0.055412804,0.007093034
PSEN1,0.752468886,0.596519249,0.694518615,0.782023714,0.625928699
PSEN2,0.050409458,0.031768002,0.064513231,0.133597576,0.093038232
PSENEN,1.000759676,0.784209234,0.91772998,0.968813578,0.886854366
PSIP1,1.180955978,1.885404316,1.413214868,1.383282908,2.002307418
PSKH1,0.014134835,0.034766978,0.030243623,0.118171901,0.138312828
PSMA1,0.957685074,0.402011804,1.480036458,1.181525006,1.276830402
PSMA2,0.397209001,0.363101518,0.628878633,0.950540655,0.579437197
PSMA3,1.341748249,1.282992458,1.669388358,1.654779611,1.335754525
PSMA3-AS1,0.383612604,0.627505606,0.503888876,0.55553828,0.510838811
PSMA4,2.553651549,2.10043991,2.600815755,2.431279499,1.683418115
PSMA5,0.841617554,0.507530733,0.803373808,0.988862032,0.709627879
PSMA6,0.031663604,0.035690685,0.018610391,0.032882772,0.024773867
PSMA6P1,0.041395713,0.026777173,0.017032471,0.003211861,0.028185202
PSMA6P2,0,0,0.002239737,0,0.005332698
PSMA7,13.64198969,17.07515743,11.31747869,13.23358434,8.97555065
PSMA8,0.059445569,0.124446193,0.007680158,0.079243881,0.01904576
PSMB1,2.555347432,3.006110826,2.937410768,2.888067206,2.625047408
PSMB10,0.024849431,0.018544348,0.015872489,0.011013499,0.010157157
PSMB2,1.696170584,1.085688619,1.688444256,1.455217963,1.398574278
PSMB3,2.016231204,2.282992047,2.016448425,1.889619587,1.754111792
PSMB4,1.661218768,1.184113871,1.904892909,1.689582754,2.437514492
PSMB5,2.236004674,1.184920202,1.964652878,1.939732553,1.732350508
PSMB6,2.301770069,2.723203609,1.816922938,2.056320691,1.433654643
PSMB7,1.868981721,1.262398948,1.435926205,1.413521223,1.236369908
PSMB8,0.564923683,0.182850125,0.584963489,0.419526239,0.667966999
PSMB8-AS1,0.027051859,0.014496354,0.04618156,0.033161344,0.097699504
PSMB9,0.333278975,0.334268718,0.463451511,0.335556142,0.627617263
PSMC1,0.137882223,0.40651966,0.179871066,0.699372354,0.49619358
PSMC1P1,0.027070748,0.035163165,0.015857045,0.004242862,0.015244955
PSMC2,1.408455227,1.126560281,1.45257035,1.152385245,0.959793351
PSMC3,0.671026047,0.47350359,0.717255904,0.892161483,0.855795348
PSMC3IP,0.02905546,0.051401196,0.021089729,0.073799284,0.075192192
PSMC4,0.616874702,0.231800244,0.724257191,0.531696032,0.783471993
PSMC5,1.249495499,0.623344831,1.081855329,0.938025183,1.335828536
PSMC6,1.303982395,0.802958954,1.43975431,1.392032346,0.943027917
PSMD1,1.207260821,1.719157049,1.015440137,0.963698949,0.647722321
PSMD10,1.060665079,0.597576175,0.784870087,0.690336191,0.55932601
PSMD11,0.759337165,0.418270826,0.87321932,0.763097624,0.733196682
PSMD12,1.433494347,1.717261588,1.174723109,1.124500277,0.727573279
PSMD12P,0,0.002835914,0,0,0.002711948
PSMD13,0.632312415,0.281206124,0.713618257,0.527888631,0.793568655
PSMD14,1.108293726,0.620387,0.779192501,0.760880554,0.541003941
PSMD2,0.925369485,0.661178303,0.773453107,0.719817689,0.676808755
PSMD3,0.319481318,0.246064016,0.322997556,0.32413983,0.682966185
PSMD4,1.100170445,0.979111758,1.33231084,1.285346196,1.230981813
PSMD5,0.447318856,0.315865414,0.390929378,0.264007635,0.256704406
PSMD6,0.991938111,0.834700994,0.67046754,0.738305493,0.614540305
PSMD6-AS2,0,0.006337617,0.001245361,0.008579465,0.001402849
PSMD7,0.254342947,0.311933489,0.301207919,1.04906125,0.742239089
PSMD8,1.661650478,1.932410064,1.513678318,1.389346811,1.197153082
PSMD9,0.056656668,0.037113935,0.104847117,0.052101139,0.084389836
PSME1,1.381776312,1.824042978,2.274509248,2.869150881,3.062988218
PSME2,1.047520273,1.301550221,1.309533455,1.389760215,1.216472161
PSME2P2,0.05403048,0.017292072,0.011960194,0.003794831,0.016204662
PSME2P6,0,0.008554274,0.009946705,0.017119491,0.004537142
PSME3,0.594010603,0.469805741,0.445058969,0.393355735,0.343782919
PSME4,0.335396006,0.219089328,0.199243234,0.447285854,0.083573567
PSMF1,0.870410103,0.307253545,0.891954991,0.70456435,1.077042203
PSMG1,0.518582267,0.317330701,0.26346162,0.371949243,0.257078058
PSMG2,1.771815289,1.516444264,1.852727648,1.425970251,1.515859549
PSMG3,0.11996523,0.284428496,0.298788181,0.272284768,0.277510977
PSMG3-AS1,0.097077537,0.05442812,0.051256562,0.085576453,0.06419075
PSMG4,0.237317889,0.512055787,0.273306932,0.393918091,0.387361432
PSORS1C1,0.180833654,0.107930654,0.0535754,0.071714038,0.020883551
PSPC1,0.626089292,0.233678342,0.427747185,0.419705858,0.388769551
PSPC1P1,0.005384994,0.004957765,0.00106418,0,0.002431274
PSPH,0.100426312,0.089325526,0.099955936,0.081628787,0.108119524
PSPHP1,0.415481077,0.469361419,0.29987509,0.212659115,0.666054482
PSPN,0.016830613,0.011995824,0.010939585,0.010222559,0.027403028
PSRC1,0.120734898,0.144990555,0.230810682,0.136965682,0.302711412
PSTK,0.149554527,0.080775242,0.07841283,0.120856188,0.078396133
PSTPIP1,0.114627141,0.019114848,0.051230002,0.032561376,0.027926706
PSTPIP2,0.053113146,0.122853878,0.033004431,0.041983214,0.03365188
PTAFR,0.013866933,0,0.014327332,0.001870592,0.006667795
PTAR1,0.16282888,0.449107533,0.531235765,0.398714296,0.363554516
PTBP1,0.331777596,0.333966627,0.534560236,0.51150055,0.649433905
PTBP2,0.265453543,0.214620662,0.071968935,0.221703447,0.086409888
PTBP3,0.626205046,0.591659626,0.801546741,0.904809139,0.301613493
PTCD1,0.030636647,0.018186565,0.040391444,0.038774911,0.063956455
PTCD2,0.160680433,0.128086109,0.125353107,0.122665635,0.081997073
PTCD3,0.556044061,0.744616268,0.534014176,0.714441484,0.432455595
PTCH1,0.630274044,2.087382852,1.44234427,1.07526373,0.475775976
PTCH2,0.234745263,0.335262996,0.512585982,0.331523018,0.313701532
PTCHD1,0.00271637,0.067421515,0.108802525,0.082238837,0.082366661
PTCHD4,0.0247097,0.007267865,0.009373108,0.033537348,0.000793332
PTDSS1,0.271703265,0.167324419,0.530849305,0.285543141,0.515589509
PTDSS2,0.093949527,0.065470368,0.065889708,0.082234661,0.214652535
PTEN,0.562255499,0.915953872,1.204420234,0.646322912,1.4580014
PTENP1,0.013065644,0.004963898,0.005828632,0.008446956,0.00960926
PTENP1-AS,0,0.001809863,0.000633321,0,0.001023658
PTER,0.053128654,0.006738932,0.016076858,0.04873195,0.014467128
PTF1A,0,0,0,0.001587937,0.000616545
PTGDR,0,0,0.000334561,0,0.00398779
PTGDS,22.86439278,119.8159496,199.8017731,85.15662596,119.9776787
PTGER1,0,0,0,0,0.008325021
PTGER2,0.039844467,0.040507095,0.044855123,0.042375174,0.028801188
PTGER3,0.0098157,0,0.00049756,0.003047814,0.001493147
PTGER4,0.070158404,0.017943651,0.008981661,0.03841172,0.009175836
PTGES,0.115519688,0.072051926,0.133932241,0.511408831,0.013355653
PTGES2,0.279481483,0.058830031,0.147427345,0.155374974,0.260279196
PTGES3,2.303265837,2.843130324,3.139833127,2.404764795,3.437231395
PTGES3L,0.012304117,0.005504911,0.002216335,0.013954046,0.003130235
PTGES3P1,0.050468406,0.048167568,0.026836764,0.033096338,0.018215338
PTGES3P2,0.021519878,0.009628447,0.009512579,0.01086186,0.007627194
PTGES3P3,0,0.002380885,0.000626798,0,0.004489489
PTGFR,0.071632827,0.264287851,0.24472041,0.249830608,0.073767903
PTGFRN,0.246797581,0.339258681,0.309740135,0.440188521,0.24532316
PTGIR,0,0,0.00296432,0,0.005407581
PTGIS,0.450613932,1.250361713,0.807516177,0.550661702,0.582845236
PTGR1,0.783910875,0.602773173,1.072263057,0.650975061,0.880045285
PTGR2,0.168194192,0.131927512,0.196361739,0.113907406,0.135623639
PTGS1,0.08982045,0.005309208,0.0026051,0.018909751,0.00100811
PTGS2,0.015367813,0.138590263,0.04793352,0.057321969,0.25271039
PTH1R,0,0.005959815,0.036336775,0.025524951,0.070652869
PTH2R,0,0.001919813,0.006597318,0.005049486,0
PTHLH,0,0.017231296,0.016776291,0.017940139,0.020997878
PTK2,0.673663512,0.728446737,0.695202303,0.624682887,0.47875217
PTK2B,0.049457469,0.043911076,0.022819403,0.024248596,0.042973996
PTK7,0.125201053,0.085024105,0.128715644,0.072946497,0.182761123
PTMA,17.47439585,33.83339174,16.4335446,17.10226298,14.90056782
PTMAP2,0.444455798,1.288399202,0.351357337,0.398142533,0.435104751
PTMAP4,0,0.005324474,0.008862613,0.02173154,0.078941861
PTMAP5,0.099125733,0.187769303,0.074513114,0.082211723,0.086908593
PTMAP8,0,0.009633925,0.013370377,0.009209701,0.010446584
PTMS,0.878825911,3.074419255,1.813279266,1.433764034,6.1274982
PTN,2.839270431,4.186582655,4.824352126,7.587172576,2.005150043
PTOV1,0.182651786,0.193627249,0.218905348,0.578205523,1.503720832
PTOV1-AS1,0.011463895,0.023694088,0.013873282,0.006855977,0.034101363
PTOV1-AS2,0,0,0.002564894,0,0.009873973
PTP4A1,0.738751256,0.253659429,0.511705685,0.717000191,0.267878191
PTP4A2,0.894742065,1.233435282,1.168065816,1.350510198,1.294075079
PTP4A2P1,0.007118734,0.007155533,0.004577641,0,0.006029339
PTP4A2P2,0,0,0.005796459,0,0.000590267
PTP4A3,0.035763451,0.032956976,0.013796604,0.028970724,0.111339445
PTPA,0.375791421,0.379795032,0.249908569,0.335359862,0.279722622
PTPDC1,0.038276706,0.078874518,0.061428458,0.094983093,0.0519693
PTPMT1,0.152466192,0.165461786,0.144559954,0.155725743,0.286449149
PTPN1,0.686827525,0.858024719,0.610805322,0.686924508,0.45268657
PTPN11,1.712280978,2.702918551,2.232839373,1.338314465,1.642543362
PTPN12,0.406218715,0.739189029,0.398479486,0.516201575,0.453159114
PTPN13,0.960107532,1.374717239,1.480515854,1.099917002,1.078512084
PTPN14,0.461994797,0.324228086,0.338289377,0.452959538,0.208635055
PTPN18,0.060818589,0.089663277,0.134436857,0.159445986,0.125294723
PTPN2,0.738219655,0.609443294,0.704091489,0.586937353,0.578981132
