id_cp_interaction,interacting_pair,partner_a,partner_b,gene_a,gene_b,secreted,receptor_a,receptor_b,annotation_strategy,is_integrin,rank,LCs_a|LCs_a,LCs_a|LCs_b,LCs_a|LCs_c,LCs_a|STs,LCs_b|LCs_a,LCs_b|LCs_b,LCs_b|LCs_c,LCs_b|STs,LCs_c|LCs_a,LCs_c|LCs_b,LCs_c|LCs_c,LCs_c|STs,STs|LCs_a,STs|LCs_b,STs|LCs_c,STs|STs
CPI-SC066B2A89A,WNT5B_FZD2_LRP6,simple:Q9H1J7,complex:FZD2_LRP6,ENSG00000111186,,TRUE,FALSE,FALSE,curated,FALSE,1.438,,,,,,,,,,,,,,,,
CPI-SC09D51C7BF,WNT6_FZD2_LRP6,simple:Q9Y6F9,complex:FZD2_LRP6,ENSG00000115596,,TRUE,FALSE,FALSE,curated,FALSE,1.438,,,,,,,,,,,,,,,,
CPI-SC044BB9279,WNT11_FZD3_LRP5,simple:O96014,complex:FZD3_LRP5,ENSG00000085741,,TRUE,FALSE,FALSE,curated,FALSE,1.438,,,,,,,,,,,,,,,,
CPI-SC0B0BAF8DB,WNT2_FZD3_LRP5,simple:P09544,complex:FZD3_LRP5,ENSG00000105989,,TRUE,FALSE,FALSE,curated,FALSE,1.438,,,,,,,,,,,,,,,,
CPI-SC029ADF8EA,WNT11_FZD2_LRP5,simple:O96014,complex:FZD2_LRP5,ENSG00000085741,,TRUE,FALSE,FALSE,curated,FALSE,1.438,,,,,,,,,,,,,,,,
CPI-SC055AF31A9,WNT2_FZD2_LRP5,simple:P09544,complex:FZD2_LRP5,ENSG00000105989,,TRUE,FALSE,FALSE,curated,FALSE,1.438,,,,,,,,,,,,,,,,
CPI-SC06037057B,WNT2B_FZD2_LRP5,simple:Q93097,complex:FZD2_LRP5,ENSG00000134245,,TRUE,FALSE,FALSE,curated,FALSE,1.438,,,,,,,,,,,,,,,,
CPI-SC0148F76F0,WNT3_FZD2_LRP5,simple:P56703,complex:FZD2_LRP5,ENSG00000108379,,TRUE,FALSE,FALSE,curated,FALSE,1.438,,,,,,,,,,,,,,,,
CPI-SC0675C8528,WNT5A_FZD2_LRP5,simple:P41221,complex:FZD2_LRP5,ENSG00000114251,,TRUE,FALSE,FALSE,curated,FALSE,1.438,,,,,,,,,,,,,,,,
CPI-SC0A79539F5,WNT5B_FZD2_LRP5,simple:Q9H1J7,complex:FZD2_LRP5,ENSG00000111186,,TRUE,FALSE,FALSE,curated,FALSE,1.438,,,,,,,,,,,,,,,,
CPI-SC0512E3581,WNT6_FZD2_LRP5,simple:Q9Y6F9,complex:FZD2_LRP5,ENSG00000115596,,TRUE,FALSE,FALSE,curated,FALSE,1.438,,,,,,,,,,,,,,,,
CPI-SC054FD289E,WNT11_FZD2_LRP6,simple:O96014,complex:FZD2_LRP6,ENSG00000085741,,TRUE,FALSE,FALSE,curated,FALSE,1.438,,,,,,,,,,,,,,,,
CPI-SS0C283076A,WNT11_SFRP2,simple:O96014,simple:Q96HF1,ENSG00000085741,ENSG00000145423,TRUE,FALSE,FALSE,curated,FALSE,1.438,,,,,,,,,,,,,,,,
CPI-SS0C95AC883,WNT2_SFRP2,simple:P09544,simple:Q96HF1,ENSG00000105989,ENSG00000145423,TRUE,FALSE,FALSE,curated,FALSE,1.438,,,,,,,,,,,,,,,,
CPI-SS08643DD8A,WNT2B_SFRP2,simple:Q93097,simple:Q96HF1,ENSG00000134245,ENSG00000145423,TRUE,FALSE,FALSE,curated,FALSE,1.438,,,,,,,,,,,,,,,,
CPI-SS0E9BE6A4E,WNT3_SFRP2,simple:P56703,simple:Q96HF1,ENSG00000108379,ENSG00000145423,TRUE,FALSE,FALSE,curated,FALSE,1.438,,,,,,,,,,,,,,,,
CPI-SS03F33B34C,WNT5A_SFRP2,simple:P41221,simple:Q96HF1,ENSG00000114251,ENSG00000145423,TRUE,FALSE,FALSE,curated,FALSE,1.438,,,,,,,,,,,,,,,,
CPI-SS0AC302C73,WNT5B_SFRP2,simple:Q9H1J7,simple:Q96HF1,ENSG00000111186,ENSG00000145423,TRUE,FALSE,FALSE,curated,FALSE,1.438,,,,,,,,,,,,,,,,
CPI-SS07B6C7A75,WNT6_SFRP2,simple:Q9Y6F9,simple:Q96HF1,ENSG00000115596,ENSG00000145423,TRUE,FALSE,FALSE,curated,FALSE,1.438,,,,,,,,,,,,,,,,
CPI-SS062CEFDBE,WNT11_SFRP4,simple:O96014,simple:Q6FHJ7,ENSG00000085741,ENSG00000106483,TRUE,FALSE,FALSE,curated,FALSE,1.438,,,,,,,,,,,,,,,,
CPI-SC04FC6D5DC,WNT6_FZD6_LRP6,simple:Q9Y6F9,complex:FZD6_LRP6,ENSG00000115596,,TRUE,FALSE,FALSE,curated,FALSE,1.438,,,,,,,,,,,,,,,,
CPI-SS0429E615A,WNT11_SFRP1,simple:O96014,simple:Q8N474,ENSG00000085741,ENSG00000104332,TRUE,FALSE,FALSE,curated,FALSE,1.438,,,,,,,,,,,,,,,,
CPI-SS01E6C2BB8,WNT2_SFRP1,simple:P09544,simple:Q8N474,ENSG00000105989,ENSG00000104332,TRUE,FALSE,FALSE,curated,FALSE,1.438,,,,,,,,,,,,,,,,
CPI-SS0DF9024C0,WNT3_SFRP1,simple:P56703,simple:Q8N474,ENSG00000108379,ENSG00000104332,TRUE,FALSE,FALSE,curated,FALSE,1.438,,,,,,,,,,,,,,,,
CPI-SS0F1E79A03,WNT5A_SFRP1,simple:P41221,simple:Q8N474,ENSG00000114251,ENSG00000104332,TRUE,FALSE,FALSE,curated,FALSE,1.438,,,,,,,,,,,,,,,,
CPI-SS0FF2EEAE8,WNT5B_SFRP1,simple:Q9H1J7,simple:Q8N474,ENSG00000111186,ENSG00000104332,TRUE,FALSE,FALSE,curated,FALSE,1.438,,,,,,,,,,,,,,,,
CPI-SS097860321,WNT6_SFRP1,simple:Q9Y6F9,simple:Q8N474,ENSG00000115596,ENSG00000104332,TRUE,FALSE,FALSE,curated,FALSE,1.438,,,,,,,,,,,,,,,,
CPI-SC0FE1FBFB5,WNT5B_FZD6_LRP5,simple:Q9H1J7,complex:FZD6_LRP5,ENSG00000111186,,TRUE,FALSE,FALSE,curated,FALSE,1.438,,,,,,,,,,,,,,,,
CPI-SC04CBB7552,WNT6_FZD6_LRP5,simple:Q9Y6F9,complex:FZD6_LRP5,ENSG00000115596,,TRUE,FALSE,FALSE,curated,FALSE,1.438,,,,,,,,,,,,,,,,
CPI-SC0342728D2,WNT11_FZD6_LRP6,simple:O96014,complex:FZD6_LRP6,ENSG00000085741,,TRUE,FALSE,FALSE,curated,FALSE,1.438,,,,,,,,,,,,,,,,
CPI-SC0DC10FB9C,WNT2_FZD6_LRP6,simple:P09544,complex:FZD6_LRP6,ENSG00000105989,,TRUE,FALSE,FALSE,curated,FALSE,1.438,,,,,,,,,,,,,,,,
CPI-SC0796645C7,WNT2B_FZD6_LRP6,simple:Q93097,complex:FZD6_LRP6,ENSG00000134245,,TRUE,FALSE,FALSE,curated,FALSE,1.438,,,,,,,,,,,,,,,,
CPI-SC08E139858,WNT3_FZD6_LRP6,simple:P56703,complex:FZD6_LRP6,ENSG00000108379,,TRUE,FALSE,FALSE,curated,FALSE,1.438,,,,,,,,,,,,,,,,
CPI-SC039EE3D74,WNT5A_FZD6_LRP6,simple:P41221,complex:FZD6_LRP6,ENSG00000114251,,TRUE,FALSE,FALSE,curated,FALSE,1.438,,,,,,,,,,,,,,,,
CPI-SC02D62FB5B,WNT5B_FZD6_LRP6,simple:Q9H1J7,complex:FZD6_LRP6,ENSG00000111186,,TRUE,FALSE,FALSE,curated,FALSE,1.438,,,,,,,,,,,,,,,,
CPI-SC0E149DD74,WNT5A_FZD4_LRP6,simple:P41221,complex:FZD4_LRP6,ENSG00000114251,,TRUE,FALSE,FALSE,curated,FALSE,1.438,,,,,,,,,,,,,,,,
CPI-SC09771D617,WNT5B_FZD4_LRP6,simple:Q9H1J7,complex:FZD4_LRP6,ENSG00000111186,,TRUE,FALSE,FALSE,curated,FALSE,1.438,,,,,,,,,,,,,,,,
CPI-SC0B2882B83,WNT6_FZD4_LRP6,simple:Q9Y6F9,complex:FZD4_LRP6,ENSG00000115596,,TRUE,FALSE,FALSE,curated,FALSE,1.438,,,,,,,,,,,,,,,,
CPI-SC08496F2AE,WNT11_FZD6_LRP5,simple:O96014,complex:FZD6_LRP5,ENSG00000085741,,TRUE,FALSE,FALSE,curated,FALSE,1.438,,,,,,,,,,,,,,,,
CPI-SC0A070755C,WNT2_FZD6_LRP5,simple:P09544,complex:FZD6_LRP5,ENSG00000105989,,TRUE,FALSE,FALSE,curated,FALSE,1.438,,,,,,,,,,,,,,,,
CPI-SC02D16C89A,WNT2B_FZD6_LRP5,simple:Q93097,complex:FZD6_LRP5,ENSG00000134245,,TRUE,FALSE,FALSE,curated,FALSE,1.438,,,,,,,,,,,,,,,,
CPI-SC08EAA7ADA,WNT3_FZD6_LRP5,simple:P56703,complex:FZD6_LRP5,ENSG00000108379,,TRUE,FALSE,FALSE,curated,FALSE,1.438,,,,,,,,,,,,,,,,
CPI-SC01D1E05E8,WNT5A_FZD6_LRP5,simple:P41221,complex:FZD6_LRP5,ENSG00000114251,,TRUE,FALSE,FALSE,curated,FALSE,1.438,,,,,,,,,,,,,,,,
CPI-CC09D7E9800,GABA_byGAD1_and_SLC6A1_GABA-A_伪1尾2_complex,complex:GABA_byGAD1_and_SLC6A1,complex:GABA-A_伪1尾2_complex,,,TRUE,FALSE,TRUE,curated,FALSE,1.438,,,,,,,,,,,,,,,,
CPI-CC0A7855787,GABA_byGAD1_and_SLC6A11_GABA-A_伪1尾2_complex,complex:GABA_byGAD1_and_SLC6A11,complex:GABA-A_伪1尾2_complex,,,TRUE,FALSE,TRUE,curated,FALSE,1.438,,,,,,,,,,,,,,,,
CPI-CC05131468F,GABA_byGAD1_and_SLC6A12_GABA-A_伪1尾2_complex,complex:GABA_byGAD1_and_SLC6A12,complex:GABA-A_伪1尾2_complex,,,TRUE,FALSE,TRUE,curated,FALSE,1.438,,,,,,,,,,,,,,,,
